Time,bit-x,cex.io,coinbase,exmo,gemini,hitbtc,itbit,kraken,others,therocktrading
2013-10-15 00:00:00 UTC,,,,,,,,,139.37972282876362,131.418333333334
2013-10-16 00:00:00 UTC,,,,,,,,,145.325114286697,133.166666666667
2013-10-17 00:00:00 UTC,,,,,,,,,143.5971329613482,140.331666666667
2013-10-18 00:00:00 UTC,,,,,,,,,149.374865387084,142.855
2013-10-19 00:00:00 UTC,,,,,,,,,159.37257978868482,148.0
2013-10-20 00:00:00 UTC,,,,,,,,,163.8958902580215,175.0
2013-10-21 00:00:00 UTC,,,,,,,,,174.51937065653118,172.83125
2013-10-22 00:00:00 UTC,,,,,,,,,186.9478757348048,184.526666666667
2013-10-23 00:00:00 UTC,,,,,,,,,196.953809475659,190.41
2013-10-24 00:00:00 UTC,,,,,,,,,193.3091510078128,189.656666666667
2013-10-25 00:00:00 UTC,,,,,,,,,182.27944211866287,178.088777777778
2013-10-26 00:00:00 UTC,,,,,,,,,180.982442128271,177.555
2013-10-27 00:00:00 UTC,,,,,,,,,185.38930342318864,187.3875
2013-10-28 00:00:00 UTC,,,,,,,,,190.544912469051,197.0
2013-10-29 00:00:00 UTC,,,,,,,,,197.3292480696855,200.0
2013-10-30 00:00:00 UTC,,,,,,,,,199.6312146003245,204.333333333333
2013-10-31 00:00:00 UTC,,,,,,,,,199.87921602223548,198.0
2013-11-01 00:00:00 UTC,,,,,,,,,201.8683806838648,204.0
2013-11-02 00:00:00 UTC,,,,,,,,,203.51714293190625,203.0
2013-11-03 00:00:00 UTC,,,,,,,,,205.01514680033517,204.4
2013-11-04 00:00:00 UTC,,,,,,,201.293575,,216.5030459919858,215.0
2013-11-05 00:00:00 UTC,,,,,,,,,233.65403649432335,238.5
2013-11-06 00:00:00 UTC,,,,,,,,,253.71901661520715,251.564375
2013-11-07 00:00:00 UTC,,,,,,,278.1,,279.9864013573666,272.24375
2013-11-08 00:00:00 UTC,,,,,,,,,314.6836611949239,305.0
